filename,entitydictionary
1101162863490.txt,"{'Alderwood School District': 1, 'Terry Bergeson': 1, 'Mabton': 3, 'Yakima': 1, 'Yakima County': 1, 'Washington': 6, 'Aaron Bones': 1, 'Jamie Smart': 1, 'WASL': 8, 'Alderwood': 5, 'Granger': 1, 'Alderwood High School': 1}"
1101162945882.txt,"{'Mel Sacher': 1, 'Washington': 2}"
1101234275352.txt,{}
1101162505451.txt,"{'Alderwood High School': 2, 'Alderwood School Board': 5, 'Aaron Bones': 1, 'Alderwood': 3}"
1101163308494.txt,"{'Alderwood School District': 1, 'Calif.': 1, 'Alderwood High School': 1, 'Amy Kilian': 1, 'Stacey Gorski': 1, 'Alderwood': 1}"
1201243446613.txt,{}
1101163941140.txt,{'Albert Smith': 1}
1101163252385.txt,"{'Alderwood High School': 3, 'Jamie': 1, 'Richland': 1, 'Roy Culver': 1}"
1101162903381.txt,"{'Rockford': 2, 'Jim Sarducci': 1, 'Tom Rockford': 1, 'George Greenway': 1, 'Rex Luthor': 1, 'Martinez': 4, 'Raul Martinez': 1, 'Alex de la Cruz': 1, 'Tom Seeger': 1, 'Alderwood City Council': 4}"
1101162966023.txt,"{'Mabton': 3, 'Grandview': 7, 'Denny Blaine Building': 1, 'Washington': 1, 'Alderwood School Board': 1, 'Yakima Valley': 1, 'Alderwood': 4, 'Prosser': 1, 'Alderwood City Council': 1}"
1101162640781.txt,"{'Wapato': 1, 'Alderwood High School': 1, 'Grizzlies': 2, 'Alderwood': 1}"
1101162607218.txt,"{'Ellensburg': 3, 'Wapato': 4, 'Alderwood High School': 1, 'John Panni': 1, 'Grizzlies': 8, 'Joe Schwartz': 2, 'Alderwood': 6}"
1101242613821.txt,"{'Grandview': 1, 'Richland': 2, 'Ellensburg': 1, 'Wapato': 2, 'Yakima': 6, 'Zillah': 1, 'Alderwood': 8, 'Erica Mendez': 2, 'Plesha': 1}"
1101242386320.txt,"{'City Council': 1, 'Rockford': 3, 'Tom Rockford': 1, 'John Panni': 1, 'Alderwood County': 1, 'Alderwood City Council': 1}"
1201243446506.txt,"{'Centers for Disease Control and Prevention o Public Response Hotline': 1, 'CDC': 1}"
1101242765510.txt,"{'John Kerry': 1, 'Bush': 2, 'Iraq': 1, 'Kerry': 1}"
1101163941152.txt,"{'Albert Smith': 1, 'Alderwood': 1}"
1101162708736.txt,"{'Alderwood School District': 2, 'Grandview': 1, 'Alderwood High School': 1, 'Washington': 1, 'Gary Vegar': 1, 'Alderwood': 1}"
1101163233666.txt,"{'Alderwood School District': 1, 'Mel Sacher': 1, 'Roy Culver': 1, 'Richland': 1, 'Alderwood High School': 2, 'Amy Kilian': 1, 'Aaron Bones': 1, 'Kilian': 3, 'Stacey Gorski': 1, 'Alderwood': 3}"
1101162688970.txt,"{'Alderwood School Board Briefs Date Published': 1, 'Alderwood School Board': 1, 'Aaron Bones': 1, 'Alderwood High School': 3}"
1101242452461.txt,"{'John Kerry': 1, 'Kerry': 12, 'John Panni': 1, 'Washington': 4, 'United States': 1, 'Bush': 3, 'Alderwood County': 1, 'Seattle': 1}"
1101242385523.txt,"{'Rockford': 2, 'Steve Evans': 1, 'Tom Rockford': 1, 'John Panni': 1, 'Alderwood': 1, 'Alderwood County': 1, 'Alderwood Police Department': 4, 'Tom Seeger': 1, 'Alderwood City Council': 1}"
1101163941156.txt,{'Albert Smith': 1}
1101162981695.txt,"{'Alderwood School District': 1, 'Dennis Birr': 1, 'Alderwood High School': 1, 'John Panni': 1, 'Gary Vegar': 1, 'Alderwood': 4}"
1101162809567.txt,"{'Yakima Valley': 1, 'Washington': 1, 'Wash.': 1, 'Ellie Olmsen': 1, 'Alderwood': 1, 'Granger': 3}"
1101243182966.txt,"{'Yakima': 5, 'Grandview': 3, 'Alderwood': 9}"
1101162707799.txt,"{'Lower Valley': 1, 'Alderwood High School': 1, 'Grandview High School': 1, 'Ellie Olmsen': 1, 'Alderwood': 1}"
1101162902913.txt,"{'Alderwood School District': 2, 'Alderwood School Board': 2, 'Ellie Olmsen': 1, 'Alderwood': 1, 'Dave Plesha': 1, 'Plesha': 8}"
1101163156775.txt,"{'China': 7, 'Ellie Olmsen': 1}"
1101242743650.txt,"{'Rockford': 15, 'John Torch': 1, 'Grandview': 1, 'Tom Rockford': 1, 'John Panni': 2, 'Alderwood': 6, 'Tom Seeger': 1, 'Alderwood City Council': 1}"
1101162523405.txt,"{'Yakima': 1, 'Washington': 1, 'Alderwood': 6}"
1101242518040.txt,"{'Grandview': 3, 'Chante Bottineau': 1, 'Tonhya Wysong': 1, 'Jessica Gonzalez': 1, 'Valentina Solis': 1, 'Danelle Cowan': 1, 'Kealey Johnston': 1, 'LaFever': 4, 'John LaFever': 1, 'Mari Cornejo': 1, 'Angie Cabrera': 1, 'Ellie Olmsen': 1}"
1201243446614.txt,"{'Washington': 2, 'Alderwood': 2}"
1201243446507.txt,"{'FDA': 1, 'United States': 3, 'CDC': 3}"
1101163941162.txt,{'Albert Smith': 1}
1101162904116.txt,"{'Terry Bergeson': 1, 'Alderwood High School': 2, 'Washington': 3, 'Kilian': 1, 'Jamie Smart': 1, 'Alderwood': 2}"
