filename,entitydictionary
1101242766682.txt,"{'Poulsbo': 1, 'Jim': 1, 'Cantu': 1, 'Alderwood': 14, 'Prosser': 7, 'Renton': 1, 'Alderwood Church of God': 1, 'Texas': 4, 'Irma': 1, 'Lupe': 1, 'Dan': 1, 'Katie Gonzalez': 1, 'La Rae Ross': 1, 'DAVID EARL HILEMAN David Earl Hileman': 1, 'Holanda': 1, 'Alice': 6, 'Arleta Langdon': 1, 'Olympia': 1, 'Allen Grant June': 1, 'Donna Lorraine Shottenkirk': 1, 'Felix': 1, 'Washington': 1, 'Yakima Church of God': 1, 'Steven': 1, 'Seattle': 1, 'Josephine Cantu Carranza': 1, 'George': 1, 'Angel Guadalupe Angel': 1, 'Hileman': 3, 'Grassvalley': 1, 'Lilly Angel': 1, 'Tim Knight': 1, 'Alaska': 1, 'Nellie': 1, 'Alderwood Church': 1, 'Arlie': 1, 'Mary': 1, 'Marge ) Galaviz Jr.': 1, 'Church of God': 1, 'Benton City': 1, 'Frank': 1, 'Everett': 1, 'Oregon': 1, 'Cowiche': 2, 'Chris': 1, 'San Antonio': 1, 'Naomi Wagner': 1, 'Bill': 1, 'Fernando Angel': 1, 'ALICE L. KNIGHT Alice L. Knight': 1, 'Pete ) Alvarado': 1, 'Rosebud': 1, 'Minnie': 1, 'U.S. Army': 1, 'Arthur': 1, 'Josephine Rodriguez': 1, 'Mabton Grace Brethren Church': 1, 'Haye': 1, 'Virginia Molina': 1, 'Eileen': 1, 'Mabton': 6, 'Grandview': 1, 'Valentino': 1, 'Josephine': 1, 'Phyllis Angel': 1, 'Northwest Glass Co': 1, 'Tacoma': 2, 'Dan Knight': 1, 'Guadalupe Angel of Mabton': 1, 'Mabton City Cemetery': 1, 'Ramon Jose': 1, 'Simon': 1, 'Juan': 1, 'Alexander Hamilton': 1, 'Guadalupe': 1, 'Kristin Herion': 1, 'Toppenish': 1, 'Lily': 1, 'Tonia': 1, 'George ) Garza': 1, 'Calif.': 1, 'Max ) Gamboa': 1, 'West Hills Memorial Park': 1, 'Georgeana': 1, 'Juan Angel': 2, 'Boeing': 1, 'Kerry Allen Knight': 1, 'Sara Galaviz': 1, 'Dan ) Harris': 1, 'Zillah': 1, 'Donna': 1, 'Cain': 1, 'Richard Galaviz': 1, 'Vicky': 1, 'Valley Hills Funeral Home': 1, 'Colorado': 1, 'Diane': 1, 'Hoskinson': 2, 'Valley Hills Funeral Home Chapel': 1, 'Jesse Angel': 1, 'Tony': 1, 'Mary Ann ) Carranza': 1, 'Angie': 1, 'Julie ) Galaviz': 1, 'Diane Castanada': 1, 'Louise': 1, 'LeAnn ) Galaviz': 1, 'Victoria Rocha Angel': 1, 'Arlie Knight': 2, 'Marie ) Galaviz': 1, 'Lucio': 1, 'Albert Carranza': 1, 'LeRoy': 1, 'Henry Carranza': 1, 'Albert': 1, 'Aurelio ) Bermudez': 1, 'Jones': 1, 'Carranza of Auburn': 1, 'Don': 1, 'Hawaii': 1, 'West Valley': 1, 'Carlos': 1, 'Virlene': 1, 'Kathy June': 1, 'George Hileman': 1, 'Erma': 2, 'Wapato': 1, 'Bertha': 1, 'U.S. Navy': 1, 'Yakima': 3, 'Burien': 1}"
1101242656634.txt,"{'Lincoln': 1, 'Jamie': 1, 'Washington': 1, 'Alderwood County': 3, 'Elaine Kirk': 1, 'Bob Hazzard': 1, 'Kirk': 1, 'Sam Reed': 1, 'Lincoln School': 1, 'Alderwood': 1, 'Hazzard': 1}"
1101163162978.txt,"{'Roberta Mirelez': 1, 'Corki Wilcox': 1, 'WA': 1, 'Minnesota': 1, 'Alderwood': 13, 'Sherry': 1, 'Texas': 3, 'Christine Seyler': 1, 'Estella Trevino': 1, 'Raymond Asher': 1, 'Yolanda': 1, 'Edna Caroline Ogg': 1, 'Hillcrest Manor': 1, 'Granger': 4, 'University of Washington': 1, 'Katy': 1, 'Geraldine Rayburn': 1, 'Ildefonso Trevino': 2, 'Betty Asher': 1, 'Betty Fox': 1, 'Geraldine Palmer': 1, 'Coast Guard': 1, 'Charlotte': 1, 'Kenneth Asher': 1, 'Yakima Regional Hospital': 1, 'George': 1, 'Consuelo Falcon': 1, 'Ray': 1, 'USCG': 1, 'Bakersfield': 1, 'Anderson Motors': 1, 'Rick Asher': 1, 'John': 6, 'Ross': 1, 'Yakima County Sheriffs Department': 1, 'Clay Rayburn': 1, 'Yakima Sheriffs Department': 1, 'Yakima': 4, 'Adolph': 1, 'Ford': 1, 'Kathy Schab': 1, 'Montana': 1, 'Linda Thomas': 1, 'Mo': 1, 'JOHN R. ASHER John R. Asher': 1, 'U.S. Army': 1, 'United States': 2, 'Grandview': 15, 'AROLDO TREVINO Aroldo Trevino': 1, 'Wells Funeral Home': 6, 'Granger Post Office': 1, 'Rayburns': 1, 'Dan': 1, 'Robert A.': 1, 'Donald Koenen': 1, 'Blanca': 1, 'Anna Erica Trevino': 1, 'Leona Delozier Yakima': 1, 'Washington State': 2, 'Minerva': 1, 'Calif.': 1, 'Hans': 5, 'Toppenish Community Hospital': 1, 'Elizabeth Perez': 1, 'Mary Gentry': 1, 'Deepwater High School': 1, 'Nellie Mae Rayburn': 1, 'Prosser': 3, 'Alderwood Church of God': 1, 'Elizabeth Trevino': 1, 'Consuelo Trevino': 1, 'Alderwood High School': 1, 'Mariners': 1, 'Ronald Asher': 1, 'Richard': 1, 'Mary Sundstrom': 1, 'Blessed Sacrament Catholic Church': 1, 'Johanna Koenen': 1, 'Milk Products Company': 1, 'Yakima Post Office': 1, 'Bar S. Feedlot': 1, 'Wapato': 1, 'Germany': 1, 'Kaldenhausen': 1, 'HANS THEODORE KOENEN Hans Theodore Koenen': 1, 'JOHN E. RAYBURN John E. Rayburn': 1, 'Yakima Valley': 1, 'Nancy': 1, 'Iowa': 1, 'Arnaldo': 1, 'Arnold Trevino': 1, 'Edna': 1, 'Charles': 1, 'Scott': 1, 'Myrtle': 1}"
1101162490186.txt,"{'Rowan Ringer': 1, 'Mark Marro': 1, 'Selah': 8, 'Vikings': 5, 'Ellensburg': 1, 'Joe Schwartz': 1, 'Alderwood High School': 1, 'John Panni': 1, 'Grizzlies': 4, 'Greg Gilleland': 1, 'Rangers': 1, 'SELAH': 1, 'Naches': 1, 'Alderwood': 2, 'Marro': 6}"
1101163887201.txt,"{'OLYMPIA': 1, 'Bruce Chandler': 1, 'Locke': 3, 'Lower Valley': 2, 'Yakima County': 1, 'Olympia': 3, 'Gary Locke': 1, 'Washington': 1, 'Chandler': 10, 'Department of Labor and Industries': 1, 'House of Representatives': 1, 'Newhouse': 6, 'Alderwood': 1, 'House': 1, 'Dan Newhouse': 1}"
1101163941158.txt,"{'Mark Twain': 1, 'Albert Smith': 1, 'Alderwood': 1}"
1101242612790.txt,"{'John Kerry': 1, 'Alderwood Valley': 1, 'Kerry': 2, 'Community Center': 1, 'Phyllis Gutierrez Kenney': 1, 'Washington': 1, 'House Higher Education committee': 1, 'Dolores Huerta': 2, 'Cesar Chavez': 1, 'Navarro': 1, 'Kenney': 1, 'Alderwood': 3, 'United Farm Workers Union': 2, 'Huerta': 3, 'UFW': 2}"
1101242587149.txt,"{'Kealey Johnston': 1, 'Jackson': 2, 'Chante Bottineau': 1, 'Angie Cabrera': 1, 'STEVENS': 1, 'Everett': 3, 'Tonhya Wysong': 1, 'Jessica Gonzalez': 1, 'Port Angeles': 2, 'Valentina Solis': 1, 'Danelle Cowan': 1, 'Christine Penwell': 1, 'Ellie Olmsen': 1, 'LaFever': 7, 'Johnston': 1, 'Grandview': 10, 'John LaFever': 1, 'Wenatchee': 1, 'Lake Stevens': 4, 'Monroe': 2, 'Mari Cornejo': 1}"
1201243446502.txt,"{'Willett': 1, 'Howland MA': 1, 'McGraw-Hill': 1, 'Pfeiffer JB Jr': 1, 'Hoffman RS': 1, 'NIOSH': 1, 'Louw': 1, 'Flomenbaum NE': 1, 'Goldfrank': 1, 'Lewin': 1, 'Nelson': 1, 'Taylor': 1, 'Bolliger': 1, 'Heyman': 1, 'New York': 1, 'Goldfrank LR': 1, 'Lopez': 1, 'Narvaez': 1}"
1101162143775.txt,"{'Hilda Dorfman': 1, 'ALDERWOOD': 1, 'Bill Clarke': 1, 'Varley': 3, 'Clarke': 1, 'Eastern Washington': 1, 'Ellie Olmsen': 1, 'Alderwood': 1, 'Washington State University': 1, 'Jack Varley': 1}"
1101242453320.txt,"{'Bruce Chandler': 1, 'Sam Reed': 1, 'Mike Murphy': 1, 'U.S. Senate': 1, 'Paul George': 1, 'Tim June': 1, 'Snohomish County': 1, 'Kepcha': 1, 'Central Washington': 1, 'Congress': 1, 'Yakima': 1, 'Tri-Cities': 1, 'King County': 2, 'Sandy Matheson': 1, 'Thurston County': 1, 'Dan Newhouse': 1, 'Rob McKenna': 1, 'Terry Bergeson': 1, 'Benton County': 3, 'Christine Gregoire': 1, 'Gregoire': 6, 'U.S.': 1, 'Matheson': 4, 'George Nethercutt': 1, 'Tom Camay': 1, 'Brad Owen': 1, 'Nethercutt': 5, 'Hastings': 6, 'Doc Hastings': 1, 'Dino Rossi': 1, 'Senate': 1, 'Judith Billings': 1, 'John Panni': 1, 'Washington': 4, 'Spokane County': 1, 'Murray': 7, 'Mike Leita': 1, 'Michael Kepcha': 1, 'Patty Murray': 1, 'Alderwood County': 7, 'Leita': 1, 'Brian Sonntag': 1, 'Rossi': 6}"
1101163941120.txt,"{'Albert Smith': 1, 'Alderwood': 1, 'Hippocrates': 1}"
1101242535666.txt,"{'Trade and Economic Development': 1, 'Locke': 2, 'Department of Community': 1, 'Gary Locke': 2, 'Washington': 4, 'Parazuela': 4, 'Valoria Loveland': 1, 'Parazuelan': 2, 'Position Washington': 1, 'Washington State Department of Agriculture': 1, 'Argentina': 3, 'Juli Wilkerson': 1}"
1101162522889.txt,"{'DON C. BRUNELLSelling': 1, 'Mississippi': 1, 'Seattle': 1, 'Clinton': 1, 'Locke': 1, 'Indiana University': 1, 'Washington': 2, 'Monticello': 1, 'Bush': 3, 'Rod Paige': 2, 'WASL': 1, 'Paige': 7, 'Jackson State University': 1}"
1101163356500.txt,"{'FDA': 4, 'Boynton Laboratories': 3, 'US Food and Drug Administration': 1, 'UK Medical Research Council': 1, 'John Panni': 1, 'US': 2, 'Rex Luthor': 1, 'Boynton Story': 1, 'Alderwood': 1, 'National Academy of Sciences': 1}"
1101162524451.txt,"{'Bush': 2, 'U.S. Senate': 1, 'Washington State University': 1, 'Alderwood': 2, 'Downtown Seattle Rotary Club': 1, 'Iowa': 1, 'South Carolina': 1, 'Spokane': 1, 'Alaska': 1, 'George Nethercutt': 1, 'United States': 1, 'Nethercutt': 9, 'Mel Sacher': 1, 'Tom Daschle': 1, 'Senate': 2, 'House': 1, 'Mary Beth Nethercutt': 1, 'Washington': 3, 'Murray': 2, 'Patty Murray': 2, 'Tom Folley': 1, 'George': 1}"
1101162469467.txt,"{'Mel Sacher': 1, 'Mabton': 1, 'Edison Avenue': 1, 'Lower Valley': 1, 'Linda Roberson': 1, 'New Image': 1, 'Yakima': 1, 'Roberson': 10, 'Food and Drug Administration': 1, 'Zillah': 1, 'Las Vegas': 1, 'Alderwood': 1, 'Linda': 1, 'Stadelman Fruit Company': 1}"
1101163941160.txt,"{'Vincent Canby': 1, 'Albert Smith': 1}"
1101242496946.txt,"{'Pasco': 1, 'Richland': 6, 'WA': 1, 'Joseph Robert Gilmour': 1, 'Seattle First National Bank': 1, 'Grandview Cemetery': 1, 'Lori': 1, 'Alderwood': 1, 'Prosser': 2, 'Renton': 1, 'Tri-City Cancer Center': 1, 'Iowa': 1, 'Vernon Bryson': 1, 'Al-Ateen': 1, 'Al-Anon': 1, 'A. Kennewick': 1, 'Bethel Church': 1, 'Gilmours': 1, 'Jones': 1, 'Nucleonics Alliance': 1, 'George G. Gilmour': 1, 'Spokane': 1, 'G. Allen Gilmour': 1, 'Grandview High School': 1, 'Elsie': 1, 'David M. Gilmour': 1, 'MARTHA ELAINE BRYSON-GILMOUR Martha Elaine Bryson-Gilmour': 1, 'Stanton': 2, 'Grandview': 4, 'Columbia Basin Community College': 1, 'George Bryson': 1, 'Erin': 1, 'Karen Fritts': 1, 'George Gilmour': 1, 'George F. Gilmour': 1, 'Seattle': 1, 'Old National Bank': 1}"
1101163340400.txt,"{'Yakima Valley Visitors and Convention Bureau': 1, 'Ore.': 1, 'Alderwood': 16, 'Prosser': 1, 'Alderale': 1, 'Sherry': 1, 'Corder': 1, 'Linda Bauerle Hughes': 1, 'AVIS': 1, 'Robert Andrew Bauerle': 1, 'Pelieu': 1, 'Francis Bauerle': 1, 'South Dakota': 1, 'Alderwood Daybreak Rotary': 1, 'Melissa May': 1, 'Westerfield': 1, 'Yakima Valley Economic Development': 1, 'Bellingham': 1, 'Pat McMeans': 1, 'Robert Peterson': 1, 'Mo.': 1, 'Roslyn': 1, 'Perry': 1, 'Rose': 1, 'Violet Armstrong': 1, 'Buck Willard': 1, 'Darlene Bauerle': 1, 'Lee Summit': 1, 'Keith Cranford': 1, 'Juanita Thompson': 1, 'John': 1, 'ROBERT FRANCIS BAUERLE Robert Francis Bob Bauerle': 1, 'Mike': 1, 'South Pacific': 1, 'Juanita Ethridge': 1, 'Yakima': 2, 'Jay Irwin': 1, 'Alderdale': 1, 'Pearl Peterson': 1, 'Leone Bauerle': 1, 'Irwin': 1, 'Mo': 1, 'Bill': 1, 'Alderwood Chamber and National Garage Owners Association of America': 1, 'U.S. Army': 1, 'Fountain Hill': 1, 'Bob': 5, 'Leone': 1, 'Mabton': 2, 'Grandview': 2, 'Alderwood Rotary': 1, 'Paul Harris': 1, 'Wells Funeral Home': 5, 'Bobs Auto Clinic': 1, 'Violet': 1, 'Courtney Lauren Hughes': 1, 'Robert': 3, 'Alderwood Inc': 1, 'Alderwood Eagle': 1, 'May Irwin': 1, 'Rockham': 1, 'Ross Lynch Motors': 1, 'Marine Corps': 1, 'Vernon': 1, 'Corley Bauer Hughes': 1, 'Boardman': 1, 'Bauerles': 1, 'Zillah': 1, 'Mary Wilkenson': 1, 'Sara Borrough': 1, 'Cranfords': 1, 'Darlene H. Knowlton': 1, 'Timothy John Bauerle': 1, 'Alderwood High School': 1, 'Valley Investment Company': 1, 'New York': 1, 'John Willard': 1, 'Home Security Bank': 1, 'Alderwood Community Hospital': 1, 'Ariz.': 2, 'Robert L. Bauerle': 1, 'Avis B. Cranford': 1, 'Chandler': 1, 'JAMES DOUGLAS ETHRIDGE James Douglas Ethridge': 1, 'Dessie': 1, 'Jack Cranford': 2, 'Bob Bauerle': 1, 'Hatrick': 1, 'Alderwood Port Authority': 1, 'Alderwood Fantasy Football Association': 1, 'Darlene': 2, 'Lower Valley Elks Lodge': 1, 'Pam Kly': 1}"
1101242430883.txt,"{'Alderwood School District': 1, 'Jones': 1, 'Alderwood School Board': 1, 'Tom Rockford': 1, 'John Panni': 1, 'Aaron Bones': 1, 'Rex Luthor': 1, 'Arthur Wells': 1, 'Alderwood City': 1, 'Bones': 1, 'Luthor': 2, 'Alderwood City Council': 1}"
1101163613791.txt,"{'Alderwood School District': 1, 'Tom Denchel Ford': 1, 'Lee Campos': 1, 'Yakima': 2, 'Alderwood School Board': 1, 'Toyota': 2, 'Aaron Bones': 1, 'Alderwood': 1, 'Harris Ford': 2, 'Denchel': 1, 'Dave Plesha': 1, 'MSRS': 1}"
1101162605515.txt,"{'University of New Orleans': 1, 'Iowa': 1, 'Capdau': 4, 'University': 3, 'Washington': 4, 'Capdau Middle School': 1, 'Capdau Charter School': 1, 'DON C. BRUNELLLouisiana': 1, 'New Orleans': 2, 'WASL': 1, 'School Board': 1, 'Louisiana': 4}"
1101162688110.txt,"{'Hernandez': 3, 'Jose Hernandez': 1, 'ALDERWOOD': 1, 'Washington': 1, 'Wash.': 1, 'Ellie Olmsen': 1, 'Alderwood': 3, 'FBI': 1, 'Alderwood Police': 1}"
1101162863959.txt,"{'McLean': 1, 'Coulee City': 1, 'SPOKANE': 1, 'USDA': 4, 'Natural Resources Conservation Service': 1, 'Bill': 2, 'Washington': 8, 'Dean McLean': 2, 'Gus Hughbanks': 1, 'McLeans': 1, 'Spokane': 2, 'Hughbanks': 5, 'CSP': 5, 'Yakima Valley': 1}"
1101163376276.txt,"{'Brazil': 1, 'Catholic': 1, 'Santiago': 4, 'Jose Santiago': 1, 'Peggy Scott': 1, 'Kansas': 1, 'Wichita': 1, 'Parazuela': 2, 'Ellie Olmsen': 1, 'Coasta Rica': 1, 'Mel Gibson': 1}"
1101242700338.txt,"{'U.S. Department of Education': 3, 'ED Pubs , Education Publications Center': 1, 'Jessup': 1, 'Washington': 1, 'Christopher Matthews': 1, 'Alaska': 1, 'Oregon': 1, 'Northwest Regional Educational Laboratory': 1, 'Montana': 1, 'KAREN LYTLE BLAHA': 1, 'Karen Lytle Blaha': 1, 'Idaho': 1}"
1101162881756.txt,"{'Brazil': 2, 'Dawn Bishop': 1, 'Pacific Jazz Institute': 1, 'Burt Bacharach': 1, 'Herb Alpert': 1, 'Nanette Stark': 1, 'Seattle Center': 1, 'Jessica Taylor': 1, 'Nailton Dos Santos': 1, 'Europe': 1, 'Kleber Pimenta': 1, 'Gloria Estafan': 1, 'Marilyn Bergman': 1, 'Jazz Alley': 1, 'Mendes': 4, 'Alan': 1, 'Bill Brendle': 1, 'Sergio Mendes': 1, 'Leonardo Nobre': 1, 'Tijuana Brass': 1, 'SEATTLE': 2, 'PATERSON': 1, 'Familie Ereiqnise': 2, 'Produktions von Leavenworth': 1, 'U.S.': 1, 'Leavenworth': 4, 'Mont': 1, 'Linda Ronstadt': 1, 'Dimitrious*s Jazz Alley': 1, 'Prosser': 1, 'Sergio Mendesat Jazz AlleySept': 1, 'Alki Room': 1, 'Jerry Moss': 1, 'Kate Carroll': 1, 'Columbia Crest Winery': 1, 'Dimitriou': 1, 'Marco Dos Santos': 1, 'Washington': 1, 'Seattle': 3, 'Mike Shapiro': 1, 'Alpert': 1, 'Warren': 1}"
1101163235119.txt,"{'Proverbs': 1, 'Wyoming': 1, 'Free Methodist Church': 1, 'Bill Wells': 1, 'God': 1, 'Alderwood High School': 1, 'Alderwood School Board': 1, 'Mike Henry': 1, 'Ellie Olmsen': 1, 'Alderwood': 1, 'Henry': 11, 'Seattle': 1, 'Henry said.He': 1}"
1101163390822.txt,"{'Gabrielle Caprice Cox': 1, 'Darigold': 1, 'Kelli Retzer': 1, 'Hoquiam': 1, 'First Christian Reformed Church': 1, 'Alderwood': 13, 'Perry Institute': 1, 'Ken Kite': 1, 'Renton': 1, 'Hortencia Flores Rebollosa': 1, 'Matias': 1, 'Marvin': 1, 'Carnation Company': 1, 'JOSE M. Martinez Jose M. Martinez': 1, 'Leonard': 1, 'Fred': 1, 'Peggy Yearout': 1, 'Jesus Christ': 2, 'Granger': 2, 'Snipes Mountain Restaurant': 1, 'CLIFFORD LEROY RETZER Clifford L. Retzer': 1, 'Rena': 5, 'Interior Airways': 1, 'Lynnwood': 3, 'Ashley': 1, 'Gloria Judd': 1, 'Alaska': 1, 'Carol Rose Price': 1, 'Elaine': 1, 'Missouri': 1, 'RENA WERKHOVEN Rena Werkhoven': 1, 'Soledad Martinez': 1, 'Maria Anita': 1, 'Andrew Werkhoven': 1, 'Washington': 2, 'Kansas': 1, 'James Tunison': 1, 'Seattle': 3, 'George': 1, 'Clifford': 1, 'Reta': 1, 'Frances Stephens': 1, 'Grant': 1, 'Rose': 1, 'Anita Ibbara': 1, 'Mary Alvarez': 1, 'Guajardo': 1, 'Sylvia': 1, 'Lexi': 3, 'Mary': 1, 'Boyden': 1, 'Gustav': 1, 'Manuel Messick': 1, 'Iowa': 1, 'Minnie M. Gordon': 1, 'Yakima': 4, 'Bernice Fennewald': 1, 'Marilyn': 1, 'Spokane': 1, 'Mo': 1, 'Cascade Christian Home': 1, 'U.S. Army': 1, 'Amanda': 1, 'Eva Sanchez': 1, 'Grandview': 3, 'Fall City': 1, 'Ron': 1, 'Stefanie': 1, 'Wells Funeral Home': 3, 'Jesus': 2, 'Karen': 1, 'Joan': 1, 'Sara Jane Saley-Shadwick': 1, 'Pedro': 1, 'Fairbanks': 1, 'Ella June': 1, 'Barbara Breeze': 1, 'Issaquah': 1, 'Plata Rodeo': 1, 'Adelina Guerrero': 1, 'Calif.': 1, 'St. Joseph Catholic Church': 1, 'California': 1, 'Cliff': 2, 'Alderwood Presbyterian Church': 2, 'Mount Vernon First Christian Reformed Church Memorial Fund': 1, 'Vincente': 1, 'Jeanette Werkhoven': 1, 'Wayne Bryson': 1, 'Matias Martinez': 2, 'Katy Haney': 1, 'Doug Hilmoe': 1, 'Clifford L. Jr': 1, 'Palace Caf': 1, 'Prosser': 4, 'Yakima Wine Growers': 1, 'Bev': 1, 'Don Dixon': 1, 'Ruth vanWyk': 1, 'Don Linderman': 1, 'Libby': 1, 'Carmichael': 1, 'Leon': 1, 'Martinez': 2, 'Lily Dixon': 1, 'Ed': 2, 'Nicole': 1, 'Buchholz': 1, 'Tina': 1, 'Ralph': 1, 'Jerry': 1, 'Hawthorn Funeral Home Chapel': 1, 'Goodman': 1, 'Nellie Zylstra': 1, 'Walter': 1, 'Leticia Perez': 1, 'Harriet Berg': 1, 'N.D.': 1, 'Jack': 1, 'Carol': 2, 'Mount Vernon': 6, 'Maria': 1, 'Duvall': 1, 'Don': 1, 'Leroy': 1, 'Cox': 1, 'Minnie Shadwick': 1, 'Yakima Valley': 1, 'Retzer': 1, 'JAMES C. SHADWICK James C. Shadwick': 1, 'Cathy': 1, 'Charles Samuel': 1, 'Chev': 1, 'Mexico': 3, 'Irene Fairbanks': 1, 'Sea Tac': 1, 'Zillah': 1, 'Hawthorn Funeral Home': 1, 'Paul Tex': 1, 'Guadalupe Martinez': 1, 'Mel': 1, 'Keith June': 1, 'Melvin': 1, 'Gail Hedrick': 1, 'Andrew': 2}"
1101243381717.txt,"{'SBR': 5, 'Midvale Road': 1, 'U.S. Army Corps of Engineers': 1, 'Lower Valley': 1, 'East Edison': 1, 'Alderwood Valley River': 1, 'Amber Hansen': 1, 'Port District': 1, 'Port': 3, 'Commission': 1, 'Port Commission': 1, 'Alderwood': 2, 'Hansen': 4, 'Alderwood Inc.': 3}"
1101243160012.txt,"{'Rosella': 1, 'Ore.': 1, 'Myrtie': 3, 'Alderwood': 7, 'Martin': 1, 'Mabton Cemetery': 1, 'Sacred Heart School': 1, 'Clurie Albert Strong': 1, 'Philadelphia': 1, 'Ernest Charvet': 1, 'Blessed Sacrament Catholic Church': 3, 'Josie Healy': 1, 'Robert Michael Swails': 1, 'New Mexico': 1, 'Kent': 1, 'Jerry': 1, 'Indiana': 3, 'WA': 1, 'Bishops Religious Education Council': 1, 'Mary': 2, 'Tom Healy': 1, 'Eugene': 16, 'Anna May Charvet': 1, 'Celina': 1, 'Columbus': 2, 'Calif.': 1, 'R. H. Jones': 1, 'Richard': 1, 'Top Side Canning Company': 1, 'George Waddle': 1, 'Yakima': 2, 'Eugene Patrick Charvet Jr.': 1, 'Tenn.': 1, 'Willard Strong': 1, 'Alice Waddle': 1, 'ODay High School': 1, 'Carol': 1, 'Patricia Shaw': 1, 'Hattie McAppen': 1, 'Cathy Shaw': 1, 'Flordia': 1, 'McDonnell': 1, 'Eugene Patrick Charvet': 1, 'Leonard': 1, 'Edna May': 1, 'Trappist Monastery Guadalupe': 1, 'Kentucky': 2, 'Tommy': 2, 'U.S. Army': 1, 'Steven Bueno': 1, 'JoAnn Pierce': 1, 'Lafayette': 1, 'Los Alamos': 1, 'Bill Swails': 1, 'Portland': 1, 'Frank ) Charvet': 1, 'Mabton': 2, 'Jose Antonio Munoz Jr.': 1, 'Grandview': 9, 'EUGENE PATRICK CHARVET': 1, 'Carlson': 1, 'Alice Carlson': 1, 'Yakima Regional Hospital': 1, 'Laura': 1, 'St. Martins College': 1, 'Yakima Diocese': 2, 'Tennessee': 1, 'James Lee Swails': 1, 'SHAW Myrtie Virginia Shaw': 1, 'Brisco School': 1, 'Donna Charvet': 1, 'Alderwood County': 1, 'Leonard Shaw': 1, 'Seattle': 3, 'VIRGINIA': 1, 'Fort Ord': 1}"
1101162862771.txt,"{'Alderwood School District': 1, 'Alderwood High School': 1}"
1101163941138.txt,"{'Albert Smith': 1, 'John Adams': 1}"
1101242586149.txt,"{'Monterrey': 1, 'WA': 1, 'Rita Trevino Martinez': 1, 'Alene Nelson': 1, 'Bill Hannaman': 2, 'Caesar': 1, 'Kent': 1, 'Texas': 5, 'Martha Alicia Vidales': 1, 'Adventist Church': 1, 'Mattawa': 4, 'Los Angles': 1, 'W. Cleveland': 1, 'Paducah': 1, 'Ralph Tipton': 1, 'Mary Frances': 1, 'Elva Bravo': 1, 'MABEL V. GABBERT Mabel V. Gabbert': 1, 'Stanley Johnston': 1, 'Alderwood': 7, 'Hennessey Jones Funeral Home Chapel': 1, 'Gloria Alaniz': 1, 'Moises Martinez Jr.': 1, 'Charles W.': 1, 'Ann Mitra': 1, 'John': 1, 'Linda Turner': 1, 'Lee': 2, 'Yakima': 2, 'San Diego': 1, 'Johnie Lee Chester': 1, 'Barlow': 1, 'Cooley': 1, 'Spokane': 5, 'Glenn O': 2, 'Pat Bratta': 1, 'Grandview': 7, 'Ron': 1, 'Buddy Edwards Jr.': 1, 'Silva': 1, 'Ann Chester': 1, 'Jose Angel Martinez': 1, 'Calif.': 2, 'Christie Lee Turner': 1, 'Hennessey Jones': 2, 'St. Joseph Catholic Church': 1, 'California': 1, 'MOISES S. Martinez': 1, 'Mabton': 5, 'Luman ) Rasberry': 1, 'Chris Martinez': 1, 'Maria De Los Angeles': 1, 'Beverly': 1, 'Balanca': 1, 'Jose M.': 1, 'Vance Rd.': 1, 'Abel Barajas': 1, 'Elva': 1, 'Jesus Barajas': 1, 'Barajas': 1, 'Jose': 1, 'Moises S. Martinez Sr.': 1, 'Springdale': 2, 'Alderwood Community Hospital': 1, 'Idaho': 1, 'Mabton City Cemetery': 1, 'Monica': 1, 'Wapato': 1, 'Leonor Barajas': 1, 'Carol': 1, 'Jayton': 1, 'Ronald ) Knutson': 1, 'Jones': 1, 'Spokane Junior Academy': 1, 'Bates': 1, 'Salvador': 1, 'John Chester': 2, 'Carina Barajas': 1, 'John Johnston': 1, 'Elva Barajas': 1, 'Norma Trevino Martinez': 1, 'HAZEL M. HANNAMAN Hazel M. Hannaman': 1, 'Mexico': 3, 'Darlene': 1, 'Cresencio Martinez': 1, 'Mabel': 2, 'Joyce': 1}"
1101163941133.txt,"{'Thich Nhat Hanh': 1, 'Albert Smith': 1}"
1101163941128.txt,"{'Walden': 1, 'Henry David Thoreau': 1, 'Albert Smith': 1}"
1101162786926.txt,"{'Ramona Meek': 1, 'Alderwood Community Hospital': 1, 'Alderwood': 1, 'U.S. House of Representatives Committee': 1, 'Tom DeLay': 1, 'Texas': 3, 'Ethics Committee': 1, 'Myrtis Lange': 1, 'Max': 1, 'Bob Story': 1, 'DeLay': 2, 'Alice Benedetti': 1, 'Alderwood High': 1, 'Sam Dorsey': 1, 'America': 1, 'Yolle Widdows-Guizar': 1, 'House Ethics Committee': 1, 'U.S.': 1, 'Houston': 1, 'Celeste Pagano': 1, 'Phyllis Morris': 1, 'Hastings': 1, 'Doc Hastings': 2, 'Alderwood Daily News': 1, 'Alderwood High School': 2, 'Washington': 4, 'Ella Mae Lochner': 1, 'United Methodist Church': 2, 'Alderwood Complaint': 1}"
1101163941166.txt,"{'Stephen King': 1, 'Albert Smith': 1}"
